Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CO2,BWA,Botswana,0.15341688,0.153517367,0.196993344,0.262297787,0.453163118,0.560579369,0.817829788,0.933456579,1.054537649,1.200593225,1.267801867,1.385679019,1.44588386,1.416804046,1.411821064,1.511194043,1.738065217,1.803611816,2.164125737,2.385188597,2.822612274,2.791845337,3.397227078,3.350617236,3.21244868,3.341548066,3.012004284,3.215562107,3.827165794,4.032873553,4.099235924,3.955339141,4.174873441,4.134958617,4.05301672,4.390298431,4.212147448,4.435242767,4.508886931,4.254943851,3.451600963,4.072511168,3.507062334,5.510127294,7.134030607,7.081774746,6.747858718,7.439724905,8.197775712,7.33695616,6.095933984,6.743945163,8.213722436
CO2,CAF,Central African Republic,0.075650404,0.075682114,0.075432317,0.077953787,0.08391885,0.087016311,0.090205897,0.093247981,0.094783698,0.108827022,0.107023812,0.131927942,0.132004649,0.15414679,0.139623556,0.139330479,0.174140365,0.223447722,0.205653379,0.19010786,0.162058913,0.216327478,0.174712255,0.189485692,0.19936417,0.202762843,0.221817469,0.221654087,0.2260794,0.230296317,0.264682861,0.276321718,0.280100593,0.263826272,0.258550943,0.254170992,0.271050692,0.270659817,0.202706297,0.193967022,0.201228213,0.215890597,0.221175364,0.147855795,0.162071384,0.232068806,0.242317282,0.249670021,0.261807952,0.276684861,0.28075308,0.29374015,0.276068271
CO2,CAN,Canada,356.1473776,363.9239788,383.0222465,401.9665693,410.0434412,400.2011369,413.3505996,427.8590716,431.0171286,445.1813289,450.4179131,431.7619433,413.7625319,407.4123575,426.7655255,426.6365282,416.5671252,429.3037113,460.3238306,475.4548782,440.4124635,434.4693087,447.1800346,446.5551082,463.7966843,475.8543571,489.7700882,505.5503711,513.6076194,523.2030879,542.8688259,534.1879445,553.8814903,573.4875286,566.2640959,576.4731982,569.2062263,601.4568022,580.5967319,547.2832204,563.4100338,575.9768161,573.5173119,582.6315176,588.8153029,585.6988783,584.0311903,595.0612041,606.8575006,593.9794266,544.9676227,561.9908164,582.072943
CO2,CHE,Switzerland and Liechtenstein,41.43586839,43.39110418,44.07030669,47.67511792,42.86098236,40.433514,42.17233855,42.64292026,43.81346231,42.50498598,43.26745387,40.89517329,38.69109043,42.78315712,42.27762483,45.47469502,45.38370277,43.80814814,43.77816861,43.58365277,44.77378011,47.08688085,47.04364442,44.72874006,43.79587204,44.58283346,45.13372328,43.84795881,45.30876305,45.57515438,44.77020696,46.19569717,44.57183873,45.86320661,46.40630378,47.0400005,46.60826629,44.62738631,45.99851111,44.63518227,46.31492536,42.27929671,43.59148598,44.60101774,40.89455066,40.21786638,40.77450203,39.79209273,38.48720019,38.38372329,35.85951783,36.58326863,36.10517611
CO2,CHL,Chile,27.8813917,30.3275624,31.51903739,31.51751047,29.5750722,26.95042455,27.58252545,25.79767831,26.28620113,27.86832277,27.66360631,25.36230772,21.54155654,21.98316363,23.25761422,22.44428672,22.72401087,22.9410062,27.70790581,33.44280943,33.02110741,31.46841689,32.6644418,34.57373142,37.72253994,41.34167138,47.51876058,54.09289081,54.57400977,57.13118488,53.44482361,51.39113881,51.85099584,53.81107076,58.12068384,58.90683077,60.05070331,67.51108701,71.04391066,67.98404507,72.13416142,78.73430184,80.90346267,85.07043536,78.56163737,84.1693659,88.61421588,89.43085009,89.47839622,94.81643645,87.21092647,98.01448048,92.85874812
CO2,CHN,China,910.0776676,913.5208904,974.0274802,1013.799334,1031.37593,1182.796327,1230.849155,1383.762163,1559.687658,1597.624765,1563.475886,1549.33003,1619.544348,1704.276438,1858.733721,1871.064273,1987.00272,2126.001419,2285.186118,2364.077627,2406.179546,2542.073852,2661.705519,2882.765973,3039.53953,3360.563015,3334.630638,3430.838432,3515.384587,3441.208455,3659.949752,3837.990884,4143.909985,4785.012704,5515.056774,6258.412628,6944.310889,7547.621047,7774.955355,8340.20126,9124.911373,9975.931441,10288.85953,10782.99299,10909.72284,10768.98188,10786.09915,11026.11023,11553.53597,11819.35827,12037.31611,12717.65531,12667.42843
CO2,CIV,Côte d’Ivoire,2.615804662,2.667648097,2.96485876,3.049894295,3.133233611,3.402918728,3.888663737,3.857040171,4.463116587,4.162940609,3.960333677,3.625618495,3.447432177,4.058126765,3.617136718,3.314987114,3.461499228,3.377571438,3.414565816,3.279407139,2.972307442,3.065057607,3.052898104,3.239215799,3.385578941,3.703824048,4.634134179,5.640853574,5.466011117,7.298362366,6.968119829,6.987728626,7.389289711,5.817080946,5.999040771,6.400750422,6.286686807,6.241083811,6.924343697,6.417129925,7.319940125,7.082710787,9.023919854,9.804249409,10.46154149,11.2685016,11.4076296,12.33511893,12.34766904,13.19476254,13.237942,14.20885202,14.49192222
CO2,CMR,Cameroon,0.871084899,0.927349647,0.967304297,1.010026042,0.984692142,1.248312773,1.162076893,1.623732106,1.760071826,1.915471467,2.045305521,2.186751427,2.319830783,4.671027345,4.888871457,4.799580437,5.807033441,5.281752168,3.334189091,4.779958837,4.771344806,4.546618171,4.372933968,4.773572007,5.161516124,5.168573203,5.299646107,5.336105547,5.554596253,5.348133766,5.740363459,5.712803322,5.630928053,5.746627065,5.646863252,5.480314705,5.524412192,6.520357855,6.852831567,7.472162594,7.61052512,7.204350493,7.293675799,8.063493857,8.752224513,9.066534489,9.585302718,9.751690168,10.41534042,10.19755722,10.32500267,10.67739978,10.08018281
CO2,COD,Democratic Republic of the Congo,2.926466552,2.956695841,3.041275458,3.059945396,3.214621167,3.159576554,3.098585278,3.208034726,3.231032397,3.57428389,3.537809495,3.783048595,3.042070356,3.977389491,3.88467362,3.629044464,3.397476282,3.732254753,3.874612197,3.682920121,3.366994538,1.892356055,1.62627408,1.568091067,2.480913013,2.312968542,2.557282582,2.564494232,2.553382381,2.359265752,1.874520175,1.822042334,1.911818126,2.316195517,2.211970907,2.480174005,2.549004909,2.816095495,2.88966494,2.807559185,2.942673257,3.365946097,3.013358014,4.191874311,5.384364106,3.489244509,2.688357281,3.127376225,3.052803924,3.352343808,3.418479495,3.601356349,3.551805143
CO2,COG,Congo,1.803290446,2.065624375,1.978779979,8.962510479,12.88870891,7.968318996,7.700638984,2.472665848,1.53374495,1.393800597,1.829127861,2.05528407,2.38350919,2.458994282,2.428009127,2.466858815,2.403888636,2.455714474,2.429706398,2.434206115,2.398797439,2.447282432,2.388119566,2.358778154,2.160013903,2.746493329,3.304645896,3.404766121,4.048120759,4.192180251,4.535104636,4.42008741,2.879853595,3.585222065,3.639375539,4.352012081,4.841933484,4.284507624,4.453269818,4.940448262,5.319061467,4.877342596,4.503107589,5.4598468,5.298977177,5.771266142,5.610829292,5.555022863,6.415559124,7.212339108,7.354353676,7.143634131,7.435823331
CO2,COK,Cook Islands,0.018765408,0.018765665,0.020010446,0.024080708,0.029562641,0.024406567,0.024044015,0.025388667,0.025191319,0.027072461,0.029154897,0.057675281,0.056809228,0.056168108,0.050128006,0.055458253,0.035922572,0.04090291,0.041254104,0.039717991,0.040176224,0.028144912,0.040962424,0.040055917,0.042144677,0.040386772,0.041393289,0.043917723,0.045504221,0.044158827,0.067262805,0.065933398,0.035983768,0.032730777,0.052692395,0.086165711,0.088848698,0.071843124,0.073843787,0.068173635,0.084038492,0.095193338,0.099941744,0.104691286,0.111852772,0.102554305,0.108020805,0.117383293,0.11792142,0.12532713,0.10126398,0.10532791,0.107782323
CO2,COL,Colombia,28.56717572,28.87354834,29.6006257,30.4803605,31.5813515,34.16331135,36.44402894,37.39732789,39.87288468,40.08979331,40.88098678,41.38399124,41.9619768,44.01877484,44.77293306,46.33864983,46.78952954,48.77980808,49.32601565,50.85948533,53.03728778,54.68980935,56.76872016,60.11534868,59.63662661,62.39353315,61.46524615,66.68984529,67.81095925,59.18450101,62.21809107,61.86641837,59.42900078,58.90633094,58.95425146,60.72637411,59.49283374,61.16641983,61.4985155,64.37629544,66.16329164,71.43726409,71.66430964,79.33359689,81.45468617,82.59226255,85.41117752,77.79741846,81.63205765,81.48294108,81.26800772,84.31726985,88.4698118
CO2,COM,Comoros,0.02186756,0.021879575,0.021781109,0.022535749,0.02430627,0.025248004,0.026179905,0.027112134,0.027562284,0.031763079,0.031204108,0.029907436,0.02780837,0.030421664,0.029406595,0.029325946,0.016985573,0.05026167,0.046149484,0.042654365,0.040023605,0.048951909,0.041665479,0.040546894,0.040559164,0.041217342,0.042985916,0.042989066,0.054363442,0.055401678,0.093097997,0.09818806,0.100691308,0.130183499,0.141480261,0.136551362,0.163690697,0.108079837,0.107813365,0.131552459,0.157422415,0.140144635,0.145903442,0.173747642,0.155565416,0.170830024,0.19352499,0.246225172,0.271616964,0.302689748,0.307156623,0.334662831,0.342878691
CO2,CPV,Cabo Verde,0.149968024,0.14997488,0.149208066,0.154403775,0.166691721,0.173160787,0.17953811,0.185902057,0.188879183,0.218141142,0.214069369,0.204844366,0.08181754,0.089604544,0.10557412,0.105208082,0.034044084,0.050524929,0.06249932,0.06945207,0.054767059,0.069575143,0.0691379,0.067204932,0.078970755,0.078178104,0.09403235,0.093956954,0.095846495,0.097658148,0.28956782,0.328654114,0.362499452,0.362493159,0.393090673,0.611192799,0.668925983,0.756137097,0.733859715,0.702122324,0.757279188,0.867612539,0.750599143,0.728186016,0.779423448,0.788962552,0.801935382,0.838672461,0.852798486,0.881806805,0.894733263,0.968256615,1.015003893
CO2,CRI,Costa Rica,1.433428531,1.446515386,1.621356793,1.831875511,1.798041411,1.971092655,2.028497731,2.556312875,2.7621712,2.755008815,2.490498467,2.306169738,1.971579181,2.001410985,2.077832772,2.190520295,2.286039676,2.410253743,2.551676011,2.8823457,2.914811,3.15225768,4.241721113,4.263528676,4.974992001,4.96595605,4.720442764,4.651560248,5.170934671,5.161373399,5.119749577,5.517192916,5.615139538,6.056318543,6.167300868,6.35283136,6.902001947,7.699699257,7.635041715,7.326641086,7.245438225,7.705872147,7.644771969,7.944887434,8.055750104,7.769827115,8.230494355,8.377106999,8.4454686,8.189307163,7.173230559,8.138788852,8.608382476
CO2,CUB,Cuba,21.84782975,22.02541812,21.66319079,23.3025662,25.28439449,26.01429215,27.48319135,29.96265918,32.10839144,32.53010398,33.34723795,33.61103222,33.35210517,35.94023102,37.79419417,35.33593636,35.97107989,39.18846212,40.87623777,41.66816624,38.61692632,30.08062619,23.8646216,21.83311106,22.45601254,23.90518962,25.89567869,28.34642711,27.82705911,28.60624857,28.97549135,27.80239448,26.54573911,25.77679956,25.29561314,26.2242239,26.79148572,27.67602106,26.7345107,26.9490203,28.19537704,27.75284891,28.92220718,29.08144814,26.91266854,29.45962783,27.36040595,26.48338344,26.83788648,24.54535282,24.47367773,24.15840882,24.77080506
CO2,CYM,Cayman Islands,0.025521111,0.027318737,0.035511048,0.03806513,0.035896177,0.045900247,0.04379051,0.050782412,0.053211848,0.055017448,0.056771665,0.058012613,0.058774007,0.06161846,0.073255081,0.075880671,0.083871375,0.094366271,0.107502394,0.110214563,0.108432355,0.108295518,0.110991568,0.103451476,0.118421123,0.124876285,0.123973833,0.125864089,0.128838498,0.124866821,0.120443422,0.121834395,0.131051881,0.139085718,0.130501799,0.136348829,0.149113386,0.189996132,0.205981639,0.210954518,0.230607386,0.188848028,0.187195102,0.222648053,0.22861142,0.236534394,0.245720149,0.25649823,0.266887436,0.360377495,0.306162182,0.295637021,0.307227095
CO2,CYP,Cyprus,2.167522204,2.184259621,2.663424298,2.771583985,2.1221808,2.163572993,2.631467502,2.793800647,2.90371072,3.098397407,3.269895662,3.131307386,3.164954736,3.150691531,3.202724088,3.146379143,3.497544835,4.059313965,4.114176865,4.35087853,4.638510514,5.160491814,5.488349437,5.744874655,5.988864131,5.858777067,6.221528492,6.311588148,6.615241557,6.876430397,7.132102229,6.997517348,7.174793068,7.8432111,7.78830234,7.905218956,8.010564727,8.308270393,8.493627975,8.286556451,7.913449166,7.655682712,7.120796563,6.439486698,6.816116137,6.855027187,7.22069184,7.361895644,7.212730706,7.21482776,6.799985048,7.435118089,7.460309726
CO2,CZE,Czechia,186.7549792,187.0142439,186.9461217,184.9914143,168.4079006,175.6676003,181.012149,191.5116683,189.2345545,198.9687471,191.8572538,192.606584,194.6513871,195.3085492,197.8918764,195.2806136,193.7175789,193.6965874,189.6481722,182.0725799,164.666827,149.3105984,143.2189953,138.2688103,133.0263362,132.4024054,136.062575,132.6339608,126.5336179,118.9321738,131.6550361,131.6423089,126.561063,129.9123905,130.8880057,128.5420278,129.7415667,131.168953,125.3113813,118.9909285,120.3450171,117.5549933,113.4622733,108.9450008,106.6095098,107.5738997,109.0101549,109.8664228,108.6618017,103.2746766,94.20441439,100.2896616,101.5446501
CO2,DEU,Germany,1074.752983,1068.935015,1096.634676,1146.779895,1112.487168,1053.345409,1116.615313,1095.442669,1133.748187,1182.183057,1128.301843,1093.059633,1047.760976,1064.18899,1078.586393,1080.687603,1074.717675,1066.746063,1059.523512,1045.065838,1008.138126,986.866765,933.4617759,925.4153094,910.4006985,906.0986741,935.2644502,903.7574102,902.551691,868.8006673,866.5449612,882.9541337,867.4818981,870.2943454,855.2006068,835.2600109,848.6910287,818.2172089,823.5428521,763.9592539,809.1070792,783.1138201,795.7334778,813.1739305,773.2645819,779.7272395,783.9950303,769.106773,744.5547242,693.5111334,637.3953683,679.2743108,673.595261
CO2,DJI,Djibouti,0.711588522,0.71160898,0.707963525,0.732725702,0.791272305,0.822106308,0.852510621,0.882843691,0.89704996,1.036417604,1.017040545,0.778608773,0.722055612,0.593585804,0.477529641,0.475842467,0.444904077,0.642739127,0.576940116,1.227000356,0.992464689,1.264128304,1.082338249,1.06079147,1.089482058,1.097734395,1.145239215,1.154002242,1.177129842,1.199372795,0.758204587,0.763878107,0.785557265,0.82525287,0.798787764,0.759012071,0.732524917,0.757341247,0.816240862,0.722122945,0.819665192,0.624129719,0.798741397,0.87161231,0.889223076,0.814473072,0.721701033,0.642558582,0.702233385,0.677132332,0.681726226,0.745577317,0.761116273
CO2,DMA,Dominica,0.007587432,0.007583545,0.009178809,0.009259157,0.0082811,0.009969415,0.009067126,0.009985242,0.009990754,0.009887288,0.009783245,0.014233852,0.013374444,0.013064017,0.014494913,0.014543787,0.012472772,0.018465298,0.021309824,0.021845669,0.020124157,0.020411858,0.020580292,0.037941148,0.049320599,0.056762849,0.062528339,0.06038295,0.033493865,0.057837712,0.053003649,0.053788998,0.048280923,0.054978677,0.058931561,0.057681542,0.060202417,0.072542518,0.069494701,0.070731122,0.072821985,0.056908563,0.053431735,0.061722308,0.06613559,0.068530109,0.07280566,0.063392336,0.074146377,0.080488604,0.068594088,0.066277676,0.068811493
CO2,DNK,Denmark,61.93193785,57.66294117,59.71153186,58.76184683,52.36478151,54.65770208,60.36691874,62.07420269,62.01203681,65.43242268,64.8591521,54.5468958,56.84280093,53.30656306,54.94389175,62.74330307,63.37245084,61.41050367,57.49038252,51.80880816,52.43161167,63.09228333,57.3996024,59.72297258,63.7057486,60.60244214,74.03178743,64.26846908,60.28017017,57.31126908,53.19330782,54.78935121,54.31384553,59.7427082,54.18051682,50.70987583,58.65739703,53.91492711,50.66236423,48.46844295,48.57998506,43.50742097,38.60955492,40.35339453,36.21687376,34.0852314,35.71607715,33.58196053,33.57424282,30.0830694,27.60334119,30.56602065,29.15877157
CO2,DOM,Dominican Republic,3.883755023,3.931911789,5.061068522,5.077560446,5.429796861,5.636105024,5.783671225,6.248345939,6.366006983,6.724458797,6.919609559,6.579293248,6.399023981,7.415245271,7.797401767,6.853467904,7.663391362,8.808851459,8.834824966,9.411611833,8.049245604,8.428415292,9.780915067,9.659337949,11.28707679,11.99985771,12.90506454,14.68736365,16.79415655,18.20760625,19.01377359,19.14043541,21.01424332,18.78453578,17.42364471,18.7861697,20.53094255,20.6993888,20.65347301,19.80040516,20.83774071,21.08130148,21.8534014,21.45960418,21.67425626,23.79996571,24.79634279,23.73618834,25.55147789,25.94190726,23.06189629,23.18275541,23.45697022
CO2,DZA,Algeria,19.02221151,22.34266486,34.41620205,46.49762427,39.29698896,35.70836508,46.32477827,51.28792223,56.54964079,56.51627157,56.6093079,53.22863147,54.86146312,57.42377873,60.50827697,69.80757067,72.66059629,69.80269677,70.49270679,70.93621787,67.92163869,72.01125518,79.91258788,80.20191661,77.63967191,80.18023009,79.06813102,77.51316489,77.6820523,80.908237,83.58434808,81.97453967,86.47611835,92.91157649,92.48006238,98.17170791,103.1874465,105.7929493,110.6195739,114.0045427,116.363774,122.7113579,137.269925,141.5458213,151.9704694,161.328157,157.9285183,161.3701902,170.4337396,176.2354626,167.634215,178.7964193,177.0794207
CO2,ECU,Ecuador,5.01862677,4.489694426,4.471646817,5.643207553,6.898393298,7.479464937,8.565961184,9.958464732,11.19238832,12.13036391,12.77138358,14.06442378,14.16003113,13.30500504,13.71226439,14.75443602,15.48705714,14.21412354,16.01816699,16.1504346,17.52368086,17.55915705,18.4967896,18.04231252,18.91066253,20.75964713,23.9258923,24.93577664,24.46639775,21.65596597,21.99971346,24.2657308,24.25404663,24.79161929,26.16965135,28.1797792,30.17444148,30.78467901,31.81787087,34.62224134,37.32191756,37.69354411,37.86856201,40.2925198,42.48282906,42.20466394,40.91274469,39.70642614,41.3159484,40.76916169,35.68288958,42.97216028,46.10689599
CO2,EGY,Egypt,25.43624073,25.14416074,27.33071252,25.44993002,29.4238096,31.71634503,36.65744241,37.81152506,38.28738666,41.58122147,45.67039908,51.62171122,55.78060425,62.11815924,68.38892186,71.76267964,74.93612967,81.20604883,83.36883711,88.52046707,91.44792946,93.60825989,97.37891438,97.71463765,93.16257999,99.66661757,106.8542818,113.7167069,120.0659544,129.3430519,127.8589994,141.1476664,144.9069121,147.7980166,160.3636779,178.3352479,188.8294799,201.9000225,201.9695413,210.2859644,211.6947649,219.2819692,232.8908977,228.6886161,233.041991,239.3425281,250.0502798,268.634216,269.3100277,234.3407504,228.1659958,249.6424523,265.9612729
CO2,ERI,Eritrea,0.341692605,0.339904342,0.321669967,0.32455501,0.317204042,0.301715587,0.293964064,0.249014603,0.258639755,0.286817512,0.301099607,0.339525886,0.317613958,0.322494498,0.323791089,0.333207639,0.29142515,0.296542282,0.305565624,0.31295526,0.329209293,0.378174659,0.462926637,0.658606246,0.742722852,0.809053327,0.889035163,0.843227896,0.639422859,0.679273584,0.670278103,0.73533654,0.725538039,0.700404902,0.71736342,0.604212015,0.543390316,0.530070113,0.463070278,0.480907697,0.516754494,0.616640204,0.634281326,0.593569492,0.595580893,0.577617929,0.597180048,0.598138279,0.694818992,0.712610622,0.722133576,0.789206884,0.804660244
CO2,ESH,Western Sahara,0.086829549,0.086828578,0.085647751,0.088004844,0.094289087,0.099433547,0.099860296,0.103387322,0.100586525,0.111409918,0.122451042,0.112439088,0.115599175,0.118509025,0.11540314,0.129227268,0.133588159,0.174861415,0.163186456,0.150952616,0.149701392,0.181062987,0.16034719,0.149782876,0.150997633,0.175652539,0.179041395,0.187716707,0.190310019,0.197818076,0.255332196,0.258849286,0.258233918,0.264145009,0.26323956,0.259562495,0.260020141,0.256065165,0.257508347,0.255592428,0.252954243,0.23890153,0.239484276,0.238093037,0.233442439,0.238077573,0.240047032,0.214772471,0.225724993,0.233008541,0.197634973,0.241112751,0.241502097
CO2,ESP,Spain and Andorra,144.5469633,141.1059212,153.4124708,166.3210985,178.7882168,184.632531,202.8344103,194.763077,193.5309099,205.229241,215.0008466,220.6593238,214.1296849,217.2978311,206.3453432,199.6103667,203.4581434,204.5832467,208.7740779,227.0934419,231.5580556,238.9040048,247.3968513,232.838751,243.6625708,256.1323685,246.9205154,266.5573344,274.4394266,296.4715713,312.6546836,313.3843235,330.9570328,339.3579462,354.9792363,369.9157827,361.1295575,374.3182821,342.7160378,303.4513545,290.5488318,292.6569909,286.6175631,259.9319103,257.3206601,273.2967998,264.5243777,281.0534554,274.3705042,257.1130041,216.9768035,231.4394837,254.3634226
CO2,EST,Estonia,16.19754863,16.47522967,17.40320558,18.56533744,19.62498289,20.75692321,21.59659212,22.08005492,22.93205991,23.56319503,24.30430754,24.14264868,24.67807992,25.02318123,25.27274398,25.58639111,26.47183817,27.40729487,27.66751781,27.60827879,37.94486675,34.61958708,25.00531903,20.49916185,21.06597267,18.96569434,20.03399253,20.37465752,18.46875007,16.99241334,17.22615952,17.65798025,16.90349171,18.95331406,19.2998932,19.40538603,18.71233011,22.31177554,20.20261815,16.82404122,21.62557128,21.73239785,20.59683425,22.93769243,22.0029514,19.99023409,19.98905664,21.22392166,22.34080506,14.71059631,11.54160075,11.63613734,10.84794994
CO2,ETH,Ethiopia,1.167052035,1.170817305,1.087010395,1.187202851,1.201757538,1.069123118,1.064379003,1.13563937,1.171844533,1.217515797,1.252676544,1.361889255,1.249394976,1.334142784,1.24166662,1.291150438,1.622007851,1.899228809,1.983249782,2.091530072,2.18612311,2.164735075,1.695728374,2.159046851,2.496108661,2.826158131,3.187224578,3.332858925,3.541450767,3.495605821,3.875971351,4.786984745,4.920840538,5.259560236,5.730118121,5.471389424,5.792872636,6.34847736,6.858947909,6.897066542,6.866142664,7.957278329,9.023275303,10.49168173,12.78123151,13.54357796,16.1064581,16.60726936,17.77010249,18.37671367,18.84127356,20.55251655,21.10690828
CO2,FIN,Finland,41.23985165,40.65392473,44.33471322,48.40731819,44.5833811,44.74074693,50.97327087,50.65257741,57.10820845,56.87410184,57.40249174,47.992965,46.25070937,44.66865855,46.01764783,50.45151051,50.55941888,55.2218388,53.86572229,53.88699334,56.21165765,56.88181221,54.07453465,55.31783182,62.05864436,58.72447506,64.7119968,62.64970595,59.43122729,58.76374331,57.26038508,63.23570658,65.35190423,73.74136777,70.01702474,57.78179283,69.36199375,67.43933211,59.09463479,56.50010716,65.39695643,57.76797068,51.9019118,53.00172502,49.04633065,45.65942302,48.47756558,45.57109347,47.16835482,43.70694115,39.02009422,39.0502852,37.32466828
CO2,FJI,Fiji,0.712676091,0.721614422,0.770052352,0.916522721,1.10861436,0.921269209,0.906478896,0.960769037,0.959407063,1.027470524,1.102416368,1.125303166,1.095733505,0.906857927,0.756571385,0.848973781,0.8733731,0.792865046,0.783746493,0.906927836,0.995001015,0.852188522,0.892142338,0.928581491,0.984336436,1.031558876,1.090317442,1.171957288,1.177434076,1.244377655,1.603512919,1.693926383,1.38113713,1.616998804,2.097667883,1.834395696,1.964680124,1.722701365,1.294198327,1.10094621,1.723495054,1.269125252,1.225888904,1.386256148,1.576459718,1.656107109,1.62859155,1.785709009,1.859981908,1.967837921,1.588664699,1.655469148,1.692907836
CO2,FLK,Falkland Islands,0.002934416,0.002931743,0.003568779,0.003600073,0.003208043,0.003882283,0.003519947,0.00388554,0.003886073,0.003843194,0.003800506,0.003728508,0.003499008,0.003416143,0.00379779,0.004757233,0.003834181,0.00407352,0.007732599,0.011609819,0.00535523,0.005433608,0.005482502,0.005375254,0.005328736,0.010493883,0.006332165,0.011706243,0.006583119,0.006382079,0.006597458,0.007300543,0.008339561,0.009508974,0.010233738,0.010388111,0.012911195,0.013785365,0.014492325,0.0160252,0.015973334,0.012016637,0.01321599,0.015874359,0.016056569,0.016376432,0.017959772,0.015630631,0.018295269,0.020318142,0.017269439,0.02173995,0.021776117
CO2,FRA,France and Monaco,465.3053597,478.1155785,495.8483675,531.9693792,513.1926545,474.3673877,518.8376772,500.9692398,518.8552261,526.7134246,505.3550581,455.2777449,433.3124345,415.375858,403.7100147,393.5095064,381.6535194,375.0143965,374.7149865,389.2697808,384.0315118,408.79563,395.4616213,375.9135889,371.4882521,380.2993735,395.318012,387.0594861,408.8321251,402.4530052,399.9178284,404.1993681,398.8362486,403.4682525,404.1176952,406.2729149,395.7895258,388.6396438,381.9631137,369.318707,376.595486,363.3023089,365.2480319,359.7838996,326.9437078,331.9617159,335.0173437,338.5847728,327.6848404,321.6696051,286.3394603,324.7651754,315.2994769
CO2,FRO,Faroes,0.000879008,0.000919945,0.000962176,0.001005474,0.001050123,0.001095449,0.001131469,0.001167802,0.001202627,0.001241673,0.001279851,0.00130872,0.001337223,0.001365315,0.001395481,0.00142644,0.001461517,0.00149833,0.001533856,0.001564882,0.001588796,0.001600276,0.001605259,0.001606753,0.001610336,0.001620412,0.0016402,0.001659469,0.001681133,0.001707923,0.001756188,0.00179004,0.001821338,0.001850862,0.001891102,0.001921825,0.001935015,0.001942553,0.001953269,0.001964674,0.001998646,0.002010527,0.002022266,0.002022557,0.002022654,0.002022519,0.002023908,0.002038146,0.002053473,0.002068828,0.002085632,0.002098113,0.002112221
CO2,GAB,Gabon,0.60083208,1.113901754,1.200474145,3.851679033,3.952438895,5.091836632,5.907637982,5.838965556,6.490920324,6.394694063,6.147647862,6.471467591,6.454398589,5.927478268,6.85596344,7.836400631,5.624353517,4.795540408,4.956227899,6.253636986,6.16470304,4.926911869,4.964921557,5.075253821,5.037617593,5.661923413,6.323838591,6.039936265,6.914538257,6.582249566,6.597116598,6.734284693,6.465742318,7.335454385,6.618321385,6.384713783,5.700738617,5.169086171,5.512819015,5.442565894,5.951297259,5.813185766,5.883526452,6.071311494,6.260778801,6.434538831,6.587105743,5.668579055,5.359070904,5.577802229,5.655728322,5.60225425,5.516563553
CO2,GBR,United Kingdom,669.5184665,661.9822997,648.8472226,680.9453142,636.5991962,617.0677796,623.0446386,632.8211323,632.8162387,668.4694781,607.7048581,588.2748121,574.4455164,566.2618767,549.1087493,575.2115505,588.9352414,594.804039,594.7406451,579.2078838,581.0120594,590.1422068,575.9128795,560.018392,554.9460305,547.3807223,566.0358379,542.4567524,544.0294247,540.3115572,547.2458647,561.2173818,545.4631244,559.2361925,558.9676785,556.5733108,557.0976472,547.1158305,531.3930596,481.7889944,497.6151303,457.8869056,480.700947,467.4400897,428.9044798,414.2155283,394.1967839,379.2145203,373.3339479,357.8809928,320.5414011,339.0645759,340.6102687
CO2,GEO,Georgia,23.136643,23.43303906,24.81160409,25.80750326,26.58366998,28.37084293,28.87348969,28.97525122,30.02382308,30.98868987,31.77225762,31.45814439,31.20047784,30.98099239,31.38348076,31.49199214,32.17606009,33.28862931,33.74118546,33.75001754,34.48227512,26.46935263,20.78202072,16.63238924,10.72181003,8.422369219,6.674117674,5.844630635,5.280940805,4.888185921,5.212333332,3.776475287,3.297343846,3.590098465,3.932653744,4.831960579,5.314777822,6.272450521,5.48944978,6.333338133,6.163728204,7.458498303,8.14092412,8.959847347,9.662616822,10.39212997,10.75811845,10.98000848,10.91418383,11.73390134,11.36174783,11.9292223,12.01389701
CO2,GHA,Ghana,2.344646226,2.384320214,2.496259624,2.550783752,2.718607836,2.894140785,2.959927497,3.055218818,2.971250523,2.635117861,2.66313043,3.174444892,2.733422735,1.726887967,2.000916217,2.341171728,2.538804663,2.707728166,2.84257195,3.171522537,3.131100859,2.902955601,3.427229215,3.535826393,3.763690349,4.044313839,4.388873103,4.616879025,6.269792781,6.842525055,6.085899567,6.573167061,7.751516767,7.27914068,6.800618868,7.187698457,8.721371274,9.211331915,8.746487327,10.04722112,11.24863418,12.14035922,14.65077871,15.57659123,15.01135594,15.80213207,16.20480096,16.86244905,19.00565536,20.08806838,21.93068751,24.06677136,24.45299418
