Entity,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lower-middle-income countries,1013475260.0,1084981200.0,1152333700.0,1240140700.0,1291750700.0,1335694500.0,1405862000.0,1460105100.0,1517652200.0,1555906600.0,1590626800.0,1577658800.0,1632217300.0,1700871800.0,1748435200.0,1873349200.0,1901587000.0,1951453700.0,2027897000.0,2021177300.0,2108460000.0,2093200900.0,2122182300.0,2100538000.0,2132884400.0,2190506800.0,2271583200.0,2315210500.0,2402103600.0,2513685800.0,2559101400.0,2621429200.0,2673692400.0,2787679000.0,2925923600.0,3068970200.0,3245677600.0,3394477800.0,3544953000.0,3647884000.0,3820449800.0,4018897200.0,4225450500.0,4327570400.0,4557839400.0,4682811000.0,4912977000.0,5118118000.0,5351533600.0,5513260500.0,5222219000.0,5601217500.0,5672113700.0
Luxembourg,13735355.0,13194012.0,13493196.0,14175353.0,14424045.0,11863886.0,11861830.0,10953946.0,11880833.0,12162236.0,11073563.0,9485958.0,8924177.0,8364030.0,9004226.0,9236842.0,9111157.0,8812260.0,9099730.0,9846277.0,11815503.0,12434925.0,12202474.0,12351908.0,11542851.0,9155929.0,9207411.0,8563894.0,7663257.0,8117591.0,8703619.0,9205489.0,9980627.0,10452518.0,11821717.0,12079575.0,11910985.0,11306903.0,11172490.0,10630350.0,11197591.0,11102366.0,10872003.0,10338725.0,9823495.0,9350996.0,9094195.0,9267992.0,9573905.0,9769623.0,8067690.0,8429713.0,7524108.0
Macao,205184.0,227168.0,230832.0,223504.0,267472.0,296784.0,252815.98,307776.0,414032.0,414032.0,527616.0,534944.0,483648.0,681504.0,604560.0,732800.0,875696.0,970960.0,963632.0,1029584.06,1033247.94,1091872.0,1080880.0,1179808.0,1271408.0,1231104.0,1406976.0,1487584.0,1557200.0,1516896.0,1630480.0,1685440.0,1516896.0,1531552.0,1714752.0,1828336.0,1619488.0,1363008.0,1132176.0,1890624.0,1234768.0,1293392.0,1132176.0,989280.0,1293392.0,1769712.0,1780704.0,1927264.0,1242096.0,1212784.0,1033247.94,1068793.0,1051646.0
Madagascar,970663.0,1025624.06,1285797.0,1073256.0,1186898.0,1692530.0,992234.0,845601.0,1017215.94,1130237.0,1613940.0,1024539.94,1013337.0,650391.0,866372.0,1053031.0,1137097.0,1282418.0,1285795.0,925801.0,944296.0,1024866.0,1002845.06,1032120.0,1152161.0,1192441.0,1245339.0,1535182.0,1619053.0,1762736.0,1947883.0,1743020.0,1235809.0,1692058.0,1804376.0,1741080.0,1674711.0,1735019.0,1779958.0,1706379.0,1871843.0,2373945.0,2744214.0,3207590.0,3157868.0,3227484.0,3267788.0,4118890.8,3791318.0,4256360.0,3963948.0,4266675.0,4403593.0
Malawi,454069.0,501672.03,545572.0,571115.0,549090.0,578272.0,581989.0,636859.0,669734.0,636722.0,710076.0,603851.0,593091.0,574535.0,556183.0,556311.0,552455.0,545095.0,541487.0,563351.0,740333.0,787610.0,787089.0,881995.0,901750.0,906502.0,919530.0,914855.0,901754.0,893264.0,857646.0,773253.0,856235.0,918499.0,901678.0,848983.0,847983.0,919470.0,998373.0,1013307.0,968498.0,1056154.0,1066113.0,1145877.0,1040758.94,1082885.0,1205613.0,1229673.0,1723025.0,1636507.0,1870757.0,2078419.9,2094072.1
Malaysia,14585889.0,16662594.0,17900626.0,17505126.0,19044680.0,19445158.0,23897642.0,22620840.0,23260444.0,27305936.0,28032596.0,30877660.0,30641940.0,38048304.0,34794430.0,36329770.0,40101890.0,40877684.0,42869204.0,50083868.0,54269364.0,65785132.0,72961016.0,86718630.0,88036030.0,110840970.0,110632800.0,119628820.0,109781690.0,103986550.0,122878050.0,130890050.0,132035230.0,153384340.0,169678300.0,169967330.0,170166450.0,175450780.0,192847060.0,192119070.0,199346100.0,203452350.0,212989970.0,241671090.0,245049710.0,235505740.0,236817360.0,244105580.0,262207180.0,267494290.0,269248670.0,278861220.0,291071360.0
Maldives,,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,14656.0,21984.0,29312.0,43968.0,47632.0,47632.0,51296.0,58624.0,65952.0,80608.0,80608.0,95264.0,124576.0,172208.0,153888.0,230832.0,197856.0,197856.0,249152.0,289456.0,329760.0,300448.0,421360.0,450672.0,461664.0,593568.0,505631.97,666848.0,600896.0,743792.0,780432.0,842720.0,883024.0,934320.0,985616.0,1110192.0,1091872.0,1315376.0,1278736.0,1436288.0,1513232.0,1740400.0,1952912.0,1648800.0,1720469.0,1701072.0
Mali,201520.0,227168.0,245488.0,267294.0,303934.0,340544.0,340257.0,413473.0,394948.0,427912.0,391343.0,394884.0,365132.0,416621.0,434818.0,405383.0,379612.0,357505.0,383030.0,415882.0,422243.0,425894.0,462522.0,502812.97,548393.0,595200.0,646081.0,726665.0,934320.0,970960.0,1066224.0,1161488.0,1209120.0,1245760.0,1406976.0,1454608.0,1535216.0,1788032.0,1956576.0,1886960.0,2088480.0,2279008.0,2436560.0,2743394.0,3135649.0,3281577.0,4234638.0,4656420.0,4908662.0,5832595.0,6418546.0,6928157.0,7038757.0
Malta,663184.0,659520.0,839056.0,806080.0,743792.0,666848.0,762112.0,802416.0,934320.0,905008.0,1022256.0,1143168.0,1311712.0,996608.0,1363008.0,1198128.0,1483920.0,1853984.0,2011535.9,2169088.0,2427397.0,2271843.0,2293597.0,2885588.0,2658345.0,2452126.0,2533947.0,2556249.0,2524936.0,2572865.0,2468153.0,2736559.0,2747227.0,2960833.0,2849056.0,2656658.0,2667484.0,2731439.0,2690432.0,2526344.0,2602794.0,2583914.0,2717043.0,2379249.0,2364416.0,1665293.0,1356298.0,1530839.0,1546735.0,1648764.0,1597200.0,1606727.0,1655127.0
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,76944.0,84272.0,84272.0,87936.0,87936.0,87936.0,91600.0,87936.0,98928.0,102592.0,109920.0,106256.0,117248.0,113584.0,120912.0,124576.0,128240.01,131904.0,135568.0,139232.0,135568.0,139232.0,142896.0,142896.0,142896.0,146560.0,146560.0,146560.0,146560.0,152931.0,151206.0
Mauritania,428688.0,399376.0,447008.0,468992.0,483648.0,509296.0,516623.97,556928.0,582576.0,604560.0,630208.0,633709.0,883024.0,937984.0,872032.0,655856.0,373728.0,3242640.0,3184016.0,2802960.0,853712.0,868368.0,905008.0,926992.0,956304.0,1014928.0,1062560.0,1077216.0,1069888.0,1095536.0,1113856.0,1172480.0,1249424.0,1289728.0,1384992.0,1437338.0,1550078.0,1757602.0,1834436.0,2012298.1,2093519.9,2230241.0,2447571.0,2168855.0,2566410.0,3002486.0,2627103.0,3419921.0,3664324.0,3773920.0,4118336.2,4455008.0,4534088.0
Mauritius,498304.0,395712.0,688832.0,677840.0,692496.0,589904.0,619216.0,641200.0,630208.0,659520.0,589904.0,542272.0,501968.03,597232.0,626544.0,707152.0,798752.0,930656.0,853712.0,1051568.0,1461936.0,1520560.0,1707424.0,1773376.0,1623152.0,1828336.0,1949248.0,1996880.0,2169088.0,2425568.0,2689376.0,2861584.0,2883568.0,3059440.0,3088752.0,3293936.0,3627360.0,3685984.0,3766592.0,3707968.0,3913152.0,3916816.0,3964448.0,4067040.0,4206272.0,4209936.0,4345504.0,4536032.0,4459088.0,4521376.0,3806896.0,4090829.8,4249021.0
Mexico,113950680.0,126186810.0,132271256.0,144058430.0,154727330.0,164139040.0,183739580.0,192394240.0,222116240.0,240258750.0,267743840.0,283707420.0,303905060.0,277565860.0,276648580.0,287370530.0,293412200.0,306022080.0,305665570.0,323480320.0,317042370.0,330133150.0,332780160.0,338067200.0,351843100.0,331142700.0,341764670.0,362680030.0,381307650.0,386270270.0,391725000.0,407730600.0,410506050.0,436179740.0,438799520.0,463643940.0,474744220.0,473747900.0,473107260.0,460417340.0,456597400.0,483404740.0,501568830.0,495485200.0,484113700.0,479519780.0,479789760.0,465620930.0,470285860.0,468322140.0,442289100.0,468791360.0,511971970.0
Micronesia (country),,,,,,,,,,,,,,,,,,,,,,,135568.0,142896.0,153888.0,179536.0,183200.0,194192.0,201520.0,190528.0,179536.0,164880.0,150224.0,161216.0,142896.0,117248.0,113584.0,131904.0,109920.0,146560.0,102592.0,117248.0,124576.0,135568.0,135568.0,142896.0,142896.0,142896.0,142896.0,146560.0,146560.0,152931.0,151206.0
Middle East (GCP),285360100.0,334432030.0,360837660.0,428507600.0,443724600.0,434454530.0,508018940.0,534301150.0,536268060.0,569337500.0,554359700.0,552113660.0,564115700.0,594462600.0,622450240.0,670803840.0,713666900.0,729571500.0,777181700.0,821787200.0,844408500.0,932026300.0,1019779840.0,1107107300.0,1165713200.0,1127157100.0,1146179300.0,1130705700.0,1170273400.0,1258927000.0,1391716000.0,1407256200.0,1425616900.0,1518183800.0,1635840900.0,1700282500.0,1810276700.0,1803489700.0,1944255900.0,2023190700.0,2135012600.0,2180343600.0,2326369500.0,2279893200.0,2390574600.0,2507637200.0,2568982500.0,2645985800.0,2670249500.0,2673193200.0,2521983700.0,2640764400.0,2677581300.0
Moldova,24593414.0,26105692.0,27476432.0,28653530.0,29764406.0,31301744.0,32503678.0,33612228.0,34763532.0,35039240.0,36412664.0,35749420.0,36405870.0,36939170.0,37273240.0,40156430.0,38828024.0,37534180.0,39210884.0,38335516.0,36239530.0,29273716.0,20978058.0,15845813.0,12426964.0,11405406.0,11687090.0,7301343.0,6443838.0,4684538.0,3572952.0,3786589.0,4051736.0,4404268.0,4613424.0,4937548.0,5029747.0,4978554.0,5190380.0,4539512.0,4830905.0,4944974.0,4765682.0,4899358.0,4758816.0,4781760.0,4903671.0,5220511.0,5445450.0,5495003.0,5241230.0,5596952.0,5422021.0
Mongolia,2846542.0,3032441.0,3275900.0,3472096.0,3740771.0,4054571.2,4390020.0,4960706.0,5763810.0,6277336.0,6855166.0,6614668.0,6712307.0,6969065.0,6424712.0,8997952.0,9595142.0,10482516.0,11492876.0,10459013.0,9791058.0,11959794.0,10942613.0,9193024.0,7864772.0,7837062.0,7935414.0,7615103.0,7621516.0,7487592.0,7431864.0,7803958.0,8196567.5,7930966.0,8501100.0,8515106.0,9281176.0,11957832.0,11917791.0,13026382.0,13772318.0,21367866.0,34999856.0,43478036.0,29626122.0,23282274.0,25629140.0,34135348.0,45315650.0,47254524.0,37076764.0,38256660.0,37894484.0
Montenegro,1076106.0,1159779.0,1087025.0,1298547.0,1304229.0,1360884.0,1404615.0,1365953.0,1526447.0,1660313.0,1632626.0,1776798.0,1632348.0,1757746.0,1853675.0,1890887.0,1974783.0,1927989.0,1989434.0,1983362.0,1962026.0,1388069.0,1483274.0,1293620.0,1256653.0,1327336.0,1552994.0,1669797.0,1757580.0,1211858.0,1520843.0,1667268.0,1766249.0,1889193.0,2041277.9,1750836.0,2062832.1,2055504.1,2605104.0,1681776.0,2421904.0,2407248.0,2213056.0,2150768.0,2106800.0,2238704.0,2015199.9,2103136.0,2399920.0,2476864.0,2407248.0,2304752.0,2292498.0
Montserrat,14656.0,14656.0,14656.0,14656.0,14656.0,10992.0,10992.0,25648.0,25648.0,25648.0,14656.0,18320.0,18320.0,21984.0,21984.0,25648.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,32976.0,32976.0,36640.0,32976.0,29312.0,36640.0,25648.0,25648.0,47632.0,36640.0,47632.0,40304.0,40304.0,40304.0,47632.0,43968.0,58624.0,36640.0,40304.0,47632.0,47632.0,54960.0,29312.0,29312.0,29312.0,21984.0,21984.0,21184.0,21380.0
Morocco,7282020.0,8186280.5,8027626.0,9612593.0,11098529.0,11065450.0,11489691.0,12624541.0,12991673.0,15850193.0,15817737.0,15718117.0,16904630.0,17626518.0,17645234.0,17681776.0,18683950.0,19904884.0,20930808.0,22660664.0,22297998.0,23688164.0,24736784.0,26778886.0,28123800.0,28750270.0,29524522.0,29977578.0,30881156.0,31985668.0,33199036.0,36805700.0,37306284.0,36570124.0,42225556.0,44660772.0,46249416.0,48912716.0,51369080.0,50859732.0,54365200.0,54867636.0,56953540.0,56606420.0,57174916.0,58495180.0,58457476.0,61107120.0,62309240.0,68743120.0,64560784.0,72640950.0,68411810.0
Mozambique,2980891.0,3611010.0,3295698.0,3558942.0,3145504.0,2882439.0,2555417.0,2706439.0,2865849.0,2634568.0,3198489.0,2479035.0,2523930.0,1954480.0,1510863.0,1134944.0,977139.0,976747.0,1006193.06,1034531.0,1025375.94,941464.0,1027205.94,1140326.0,1098034.0,1130973.0,1091814.0,1170237.0,1111895.0,1168343.0,1321945.0,1553994.0,1537057.0,1855517.0,1863973.0,1769698.0,1915622.0,2188865.0,2179933.0,2439006.0,2634548.0,3106628.0,3054738.0,3581790.0,8122090.5,6730608.0,8547341.0,6905362.0,7010169.0,7101099.0,6376114.0,7190322.0,8003215.0
Myanmar,4612293.0,5099486.0,4894302.0,4106571.2,4670917.0,4582922.0,4892791.0,5165654.0,5146074.0,5086024.0,5508783.0,5622979.0,5579515.0,5753767.0,6548548.0,6675517.0,6756346.0,4943397.0,4086656.0,4425299.0,4235719.0,4137416.0,4841915.0,5303029.0,6173965.0,6892622.0,7187982.0,7419640.0,8046166.5,8933607.0,10219368.0,8855704.0,9328067.0,9997118.0,12565488.0,11555010.0,12813455.0,12841137.0,9772056.0,10207303.0,13121587.0,15121961.0,11818522.0,12722151.0,15849346.0,21887144.0,21140418.0,23630088.0,34016840.0,33616924.0,34609780.0,35619332.0,34922210.0
Namibia,,,,,,,,,,,,,,,,,,,,,0.0,1055232.0,1150496.0,1388656.0,1571856.0,1619488.0,1722080.0,1769712.0,1817344.0,1663456.0,1604832.0,2011535.9,1788032.0,1883296.0,1971232.0,2311984.0,2337632.0,2264352.0,2704032.0,2762656.0,2839600.0,2782096.0,3355055.0,2567728.0,3677997.0,3851304.0,4051196.0,4216153.0,4154920.0,4111065.0,3681840.0,3732342.0,3952970.0
Nauru,65952.0,87936.0,76944.0,84272.0,98928.0,102592.0,102592.0,113584.0,113584.0,113584.0,124576.0,124576.0,124576.0,124576.0,124576.0,124576.0,161216.0,157552.0,157552.0,157552.0,124576.0,124576.0,120912.0,113584.0,109920.0,106256.0,102592.0,102592.0,98928.0,91600.0,84272.0,80608.0,76944.0,65952.0,65952.0,62288.0,43968.0,43968.0,43968.0,40304.0,43968.0,40304.0,43968.0,47632.0,51296.0,54960.0,51296.0,54960.0,54960.0,54960.0,51296.0,53526.0,52922.0
Nepal,227168.0,197856.0,267472.0,421360.0,424875.0,351714.0,281839.0,336399.0,328981.0,512359.97,541295.0,453186.0,442361.0,492418.0,701424.0,676018.0,697014.0,860680.0,975970.0,893564.0,721436.0,1026311.06,1232929.0,1397333.0,1619432.0,2308915.0,2352779.0,2641111.0,2223327.0,3191083.0,3037431.0,3236078.0,2596383.0,2810383.0,2582410.0,2986772.0,2456469.0,2570341.0,3351788.0,4129352.0,4824304.0,5220429.0,5470253.0,6217840.0,7591334.0,6904657.0,10085127.0,12429835.0,14798718.0,13574890.0,14902414.0,15628272.0,15499952.0
Netherlands,141803300.0,140666140.0,157495360.0,165259840.0,159985140.0,152525440.0,169130820.0,163605650.0,169793040.0,187007060.0,176631780.0,164109810.0,133487120.0,137357330.0,144072860.0,146980000.0,144014380.0,151480370.0,145602740.0,161664220.0,162665120.0,171110620.0,170918110.0,170863250.0,171648180.0,173201140.0,182296540.0,175285360.0,176237580.0,170854260.0,172016290.0,177146200.0,176466080.0,179896910.0,181780450.0,177859120.0,172991330.0,172746750.0,175710980.0,170336240.0,182358960.0,169123820.0,165481760.0,164874200.0,157467570.0,163802240.0,164691310.0,162202580.0,158133890.0,152509390.0,136684620.0,139906940.0,125358230.0
New Caledonia,2392592.0,2418240.0,1703760.0,2597568.0,2780709.0,2527922.0,2388422.0,2138972.0,1541285.0,1639872.0,1998603.0,1390324.0,1261786.0,1151198.0,1202153.0,1450955.0,1400822.0,1454488.0,1501239.0,1639517.0,1576355.0,1758618.0,1575469.0,1828244.0,1971181.0,2063132.0,2183915.0,1817470.0,1810016.0,2055504.1,2220454.0,1876642.0,2392238.0,2725557.0,2514913.0,2809699.0,2706642.0,2926788.0,2848035.0,3035808.0,3657625.0,3694428.0,3705562.0,3970129.0,5009068.0,4876909.0,5481737.0,5583765.0,5913008.0,5672867.0,5109173.0,4536780.0,5115215.0
New Zealand,14179986.0,15049003.0,16189594.0,18200338.0,18759972.0,18270304.0,19248512.0,20313414.0,18024024.0,16494432.0,17478874.0,16560961.0,18270238.0,17998090.0,19336614.0,21857954.0,22945982.0,24165260.0,25449338.0,25453206.0,25502508.0,26182470.0,28166716.0,27760956.0,27899822.0,28003232.0,29304160.0,31278306.0,29858208.0,31465164.0,32245506.0,34378540.0,34541610.0,36240990.0,35835680.0,37423410.0,37329520.0,36409844.0,37508388.0,34619916.0,34810384.0,34265070.0,35944244.0,35240228.0,35438010.0,35812136.0,34153004.0,35687180.0,35704196.0,36878936.0,34237324.0,34318004.0,32211814.0
Nicaragua,1402807.0,1505429.0,1604357.0,1827563.0,1948297.0,1926551.0,2222175.0,2833110.0,2627462.0,1709257.0,2022342.9,2134854.0,2110702.0,1996688.0,1846034.0,1984836.0,2255542.0,2430984.0,2240026.0,1468317.0,2043946.0,1986324.0,2372617.0,2282398.0,2517961.0,2755058.0,2847245.0,3114466.0,3392724.0,3597173.0,3721323.0,3921750.0,3989804.0,4335245.0,4377836.0,4270109.0,4418076.0,4550682.0,4365500.0,4445091.0,4467845.0,4805903.0,4549767.0,4605408.0,4745122.0,5430953.0,5406146.0,5461305.0,5199214.0,5222552.0,4748407.0,5384107.0,5550354.0
Niger,216057.0,230371.0,252013.0,326897.0,288341.0,332509.0,330710.0,363259.0,413413.0,475987.0,566275.0,680342.0,742202.0,957925.0,986810.0,990022.0,894383.0,992855.0,983004.0,1033957.94,598802.0,566218.0,524607.0,598499.0,577016.0,558136.0,638780.0,644277.0,696173.0,681558.0,686970.0,646045.0,684661.0,743704.0,791815.0,691187.0,671102.0,709546.0,792146.0,952182.0,1159981.0,1316691.0,1844486.0,2078361.0,2256260.0,2206060.0,2145222.0,2249800.0,1803409.0,2513365.0,2816703.0,3038976.0,3058157.0
Nigeria,21519958.0,32251518.0,41387604.0,49532348.0,62235496.0,47351670.0,55189580.0,50504644.0,48222930.0,70185580.0,68035180.0,65810500.0,65393570.0,59705244.0,69405880.0,69635960.0,73192180.0,59024428.0,70421350.0,42119388.0,38857280.0,41929196.0,46265316.0,44814164.0,80462200.0,84343390.0,97889660.0,95781510.0,86492640.0,84992160.0,96846750.0,100192216.0,89918616.0,100087690.0,94836950.0,101474230.0,89950140.0,81940540.0,87273660.0,77229230.0,111426824.0,125429280.0,109065940.0,116344830.0,122980450.0,109217160.0,116932580.0,112759180.0,105599590.0,127337630.0,123822170.0,131113260.0,128759470.0
Niue,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,3664.0,3664.0,3664.0,3664.0,3664.0,7328.0,3664.0,3664.0,7328.0,7328.0,7328.0,10992.0,7328.0,7328.0,7328.0,10992.0,7328.0,7328.0,7647.0,7560.0
Non-OECD (GCP),4781410000.0,5177522000.0,5446083000.0,5776685600.0,5964612000.0,6306804000.0,6643058700.0,6964282000.0,7351584300.0,7559352000.0,7718644700.0,7647218000.0,7899754000.0,8148808700.0,8437208000.0,9016913000.0,9279846000.0,9530196000.0,10013209000.0,10057922000.0,10160462000.0,10655195000.0,9905922000.0,10060159000.0,10077792000.0,10374768000.0,10645808000.0,10674259000.0,10574037000.0,10917686000.0,11241504000.0,11465586000.0,11930612000.0,13059692000.0,13817497000.0,14697854000.0,15717281000.0,16410099000.0,17319731000.0,17676147000.0,18979350000.0,20226957000.0,20894667000.0,21120682000.0,21546099000.0,21622215000.0,21744245000.0,22272571000.0,22911738000.0,23525497000.0,22973483000.0,24107672000.0,24332601000.0
North America,4861966300.0,4915418000.0,5161172500.0,5396047000.0,5250139600.0,5126900700.0,5433470000.0,5589918000.0,5676014600.0,5791393000.0,5620071400.0,5494361600.0,5262363600.0,5202117600.0,5459921000.0,5463513600.0,5448221700.0,5654275000.0,5903724000.0,6015881000.0,5989847000.0,5935607300.0,6061895000.0,6166705000.0,6290008600.0,6349919000.0,6570372600.0,6687401500.0,6759180300.0,6854257000.0,7100392000.0,7011180500.0,7062293000.0,7175886000.0,7276133000.0,7324302300.0,7259958300.0,7366565000.0,7133400600.0,6651773400.0,6866123000.0,6768487000.0,6584052000.0,6718273000.0,6755319000.0,6609918000.0,6467595000.0,6418242600.0,6599175700.0,6489114600.0,5835101000.0,6201319400.0,6279689000.0
North America (GCP),4795231000.0,4844456000.0,5086701600.0,5311032000.0,5166045000.0,5039739400.0,5330787000.0,5490608000.0,5579492400.0,5691185000.0,5519748000.0,5400325600.0,5166215000.0,5115723300.0,5364660700.0,5362264600.0,5361923600.0,5563002000.0,5812490000.0,5919147000.0,5897219000.0,5843962000.0,5971711500.0,6076091400.0,6195721000.0,6248832000.0,6463610400.0,6574065000.0,6645516300.0,6735320000.0,6969680000.0,6875290600.0,6921827000.0,7028464000.0,7131842000.0,7171297000.0,7096743400.0,7198345700.0,6965778000.0,6485941000.0,6693120500.0,6595566600.0,6412082000.0,6545810400.0,6579736000.0,6427264500.0,6291004400.0,6245045000.0,6425753000.0,6309676500.0,5680362000.0,6038804500.0,6117871600.0
North America (excl. USA),522280480.0,549953100.0,588157400.0,610944000.0,629040260.0,648625700.0,685652740.0,700252700.0,734591740.0,782751040.0,811515140.0,807941000.0,815065860.0,772694300.0,797746560.0,810880900.0,784791900.0,828563460.0,853180600.0,883674900.0,868890000.0,872650700.0,887667900.0,893854500.0,925729200.0,924659700.0,957389900.0,999259140.0,1025899700.0,1050339260.0,1090256300.0,1103440800.0,1115985000.0,1165740400.0,1163478100.0,1192119200.0,1207272700.0,1236442000.0,1218282000.0,1171048000.0,1186407600.0,1222371000.0,1239966200.0,1238116200.0,1226637600.0,1233444600.0,1214662500.0,1206080300.0,1221378400.0,1226969300.0,1120473300.0,1169106600.0,1222385900.0
North Korea,73476320.0,107453010.0,89504900.0,97325340.0,101611500.0,107623760.0,110030860.0,113665180.0,108212930.0,110262984.0,114082190.0,114394940.0,116892100.0,125163144.0,134661630.0,144284700.0,156835300.0,175618660.0,199230450.0,209248820.0,118378920.0,112819060.0,97981620.0,89581560.0,81580344.0,76082150.0,66291536.0,63678664.0,58749300.0,64139916.0,69164936.0,71664470.0,68641600.0,70139220.0,71721960.0,75010216.0,76170210.0,63478052.0,70329490.0,53462004.0,50091130.0,36185884.0,37565140.0,27013626.0,30543564.0,24623532.0,27571904.0,51735804.0,47629852.0,52764220.0,49814344.0,51336290.0,50871636.0
North Macedonia,6067497.0,6528464.0,6070654.0,7285454.0,7305564.0,7616156.0,7849950.0,7610586.0,8520547.0,9283465.0,9108163.0,9904407.0,9069873.0,9799298.0,10359361.0,10586532.0,11072174.0,10801121.0,11166347.0,11138676.0,11106583.0,7794488.0,8394224.0,7599232.0,7903248.0,7925232.0,9416555.0,8445520.0,9647312.0,8782695.0,8467603.0,8287967.5,7833742.0,8529792.0,8225808.0,8595744.0,8650704.0,9013440.0,8936496.0,8236520.0,8185511.5,8837568.0,8485824.0,7489216.0,7203424.0,6756554.0,6653824.0,7152128.0,6671957.0,7646768.0,6954272.0,7688865.0,7588422.0
Norway,27978744.0,27166050.0,29395056.0,30491832.0,27690220.0,30602088.0,33332158.0,33309498.0,32624622.0,34625172.0,31777006.0,31804670.0,30912102.0,31947258.0,33810250.0,32285598.0,34785340.0,33207004.0,35591656.0,34147852.0,35003000.0,33458000.0,34394000.0,35938000.0,37853000.0,38458000.0,41524000.0,41625000.0,41818000.0,42591000.0,42110000.0,43498000.0,42553000.0,43900000.0,44236000.0,43263000.0,43842000.0,45588000.0,44675000.0,43081000.0,45621000.0,44747000.0,44228000.0,44516000.0,44958000.0,45494000.0,44678000.0,44165000.0,44405000.0,42793000.0,41231000.0,41028000.0,40808000.0
OECD (GCP),9679889000.0,9863951000.0,10285436000.0,10780464000.0,10555869000.0,10295709000.0,10903452000.0,11081454000.0,11256730000.0,11586370000.0,11317536000.0,10957776000.0,10592700000.0,10479044000.0,10845174000.0,10921196000.0,10934401000.0,11188555000.0,11519169000.0,11756376000.0,12043387000.0,12030591000.0,12106727000.0,12180092000.0,12371707000.0,12531393000.0,12934709000.0,13017447000.0,13009741000.0,13141671000.0,13475198000.0,13430277000.0,13519277000.0,13758043000.0,13899296000.0,13954725000.0,13896647000.0,14040573000.0,13663067000.0,12802131000.0,13247230000.0,13101230000.0,12944130000.0,12999100000.0,12799683000.0,12680914000.0,12542103000.0,12526735000.0,12593786000.0,12250415000.0,11175480000.0,11800859000.0,11767842000.0
Oceania,166214060.0,170642140.0,174019410.0,193619740.0,190731230.0,196819650.0,194205660.0,207571890.0,213846820.0,213960100.0,227388100.0,235791570.0,241295580.0,230603340.0,241779620.0,251881950.0,252363400.0,264348260.0,271776800.0,287940100.0,309502850.0,311629250.0,318665250.0,322921300.0,328049120.0,339533630.0,348048860.0,358511400.0,371805380.0,382569180.0,390087700.0,400402500.0,406002100.0,415572540.0,429314880.0,434618750.0,440847580.0,448951040.0,453164500.0,453392670.0,452128000.0,450865600.0,454608350.0,447430400.0,443793100.0,452367230.0,460575840.0,465370300.0,468454430.0,470116400.0,447291680.0,437097300.0,441077630.0
Oceania (GCP),165591180.0,169902020.0,172835940.0,192344690.0,189269310.0,195423660.0,192758380.0,206084300.0,212263970.0,212263650.0,225658700.0,233963230.0,239423280.0,228676060.0,239735070.0,249756820.0,250300540.0,262014300.0,269578400.0,285906600.0,307348380.0,309460200.0,316474200.0,320730240.0,325863200.0,337474460.0,345858800.0,355896580.0,368272800.0,380017060.0,387149820.0,397066530.0,402339680.0,411515460.0,424620450.0,429638600.0,435796600.0,442369950.0,447619900.0,448128030.0,447413280.0,445567200.0,449539740.0,442000740.0,437133280.0,445728640.0,453540640.0,458710180.0,460847580.0,462299300.0,439567800.0,429151070.0,433254500.0
Oman,234496.0,2092144.0,2088480.0,2110464.0,2333968.0,7251056.0,8320944.0,8500480.0,7789664.0,7716384.0,6041936.0,6012624.0,5730496.0,7525856.0,8053471.5,8618546.0,9824880.0,9401796.0,10516576.0,9985697.0,11222441.0,11594826.0,11892658.0,13224754.0,17384390.0,18734758.0,18108174.0,18053502.0,18445326.0,21985242.0,23890246.0,22404480.0,26841720.0,34355936.0,29023122.0,31596678.0,40166880.0,45068388.0,47181390.0,44252450.0,51149068.0,56983532.0,62713524.0,65251404.0,65896628.0,67376190.0,65739244.0,69230730.0,66135436.0,59221740.0,65428856.0,70868430.0,71986390.0
Pakistan,20504408.0,19440704.0,18903050.0,20008478.0,21387398.0,23187848.0,22788524.0,24319874.0,26050556.0,28134454.0,31931550.0,34232830.0,37189620.0,40022190.0,42557330.0,46813544.0,49058620.0,52988504.0,57607376.0,60316616.0,67827370.0,67477100.0,72014920.0,77175720.0,84018296.0,83614360.0,93538960.0,93788160.0,96740740.0,99389330.0,103939510.0,105400680.0,112903880.0,117490990.0,129623540.0,134692300.0,143550720.0,155402220.0,153921700.0,155418860.0,153908660.0,154650900.0,154885580.0,151524600.0,156529340.0,166432900.0,195791500.0,216158430.0,205060930.0,206061230.0,200602800.0,223450130.0,200199900.0
