Entity,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central African Republic,208848.0,183200.0,168544.0,161216.0,113584.0,102592.0,128240.01,128240.01,146560.0,102592.0,106256.0,135568.0,142896.0,146560.0,150224.0,161216.0,161216.0,260144.0,230832.0,249152.0,183200.0,190528.0,194192.0,197856.0,208848.0,208848.0,212512.0,216176.0,219840.0,230832.0,234496.0,245488.0,241824.0,223504.0,219840.0,216176.0,227168.0,230832.0,164880.0,161216.0,168544.0,186864.0,190528.0,117248.0,124576.0,179536.0,197856.0,216176.0,219840.0,227168.0,238160.0,249235.0,226226.0
Central America (GCP),67236850.0,71471500.0,75208040.0,85773624.0,84963480.0,88308136.0,103738690.0,100478410.0,97642960.0,101269864.0,100374840.0,94043240.0,96152610.0,86397830.0,95263736.0,101253070.0,86301690.0,91277176.0,91241410.0,96741500.0,92635544.0,91652750.0,90191180.0,90624900.0,94298590.0,101098360.0,106773060.0,113347330.0,113674650.0,118948090.0,130723384.0,135900800.0,140477380.0,147432940.0,144302100.0,153016690.0,163226140.0,168230100.0,167633680.0,165843540.0,173013650.0,172931180.0,171980900.0,172473390.0,175593250.0,182663870.0,176605150.0,173208690.0,173433940.0,179452830.0,154757810.0,162532400.0,161835580.0
Chad,124576.0,150224.0,120912.0,161216.0,150224.0,183200.0,183200.0,197856.0,194192.0,201520.0,208848.0,208848.0,205184.0,205184.0,216176.0,179536.0,186864.0,197856.0,65952.0,102592.0,377392.0,384720.0,406704.0,403040.0,412105.0,427411.0,443217.0,453097.0,463839.0,477245.0,487512.0,505594.0,527549.0,882414.0,902531.0,925702.0,960951.0,1088955.0,872463.0,1216046.0,1236006.0,1272949.0,1742947.0,2078496.9,2182780.0,2351698.0,2374447.0,2344165.0,2383510.0,2303133.0,2279219.0,2466556.0,2369204.0
Chile,24635802.0,27055770.0,28138992.0,27588490.0,25877990.0,22946672.0,24028882.0,23016912.0,22842010.0,24729658.0,25099940.0,24347124.0,20475254.0,20674070.0,22004668.0,21292234.0,22022452.0,22410162.0,26599978.0,32017830.0,32908116.0,30891810.0,32000644.0,34097850.0,37974868.0,41562532.0,48226292.0,55941976.0,57258476.0,61407950.0,58502596.0,52918384.0,54835572.0,55100196.0,59228428.0,61127496.0,64051904.0,70476430.0,70552540.0,65959824.0,71347520.0,78071464.0,79620824.0,81736820.0,77589860.0,81782160.0,84250500.0,84138260.0,84438870.0,91977096.0,80178160.0,89036664.0,84377720.0
China,807952640.0,909209700.0,968645570.0,1008292600.0,1028099840.0,1183215000.0,1226421200.0,1340831100.0,1492777900.0,1525661200.0,1494495900.0,1476487800.0,1606585000.0,1694216800.0,1844828000.0,1998083000.0,2104213400.0,2257738500.0,2425893600.0,2463654400.0,2484854800.0,2606096100.0,2730787600.0,2921651000.0,3103739000.0,3361637000.0,3508818200.0,3515594200.0,3364587500.0,3557274600.0,3649201000.0,3728513500.0,4103042600.0,4841118700.0,5217351000.0,5882143000.0,6494338000.0,6983576600.0,7501498000.0,7891089400.0,8620627000.0,9532409000.0,9779355000.0,9956376000.0,9998674000.0,9866952000.0,9765029000.0,10011151000.0,10353934000.0,10721042000.0,10914012000.0,11336233000.0,11396777000.0
Christmas Island,69616.0,84272.0,84272.0,69616.0,124576.0,135568.0,124576.0,91600.0,91600.0,98928.0,98928.0,102592.0,73280.0,80608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,28370052.0,30281416.0,31425178.0,33630756.0,36394428.0,35809044.0,37979736.0,39240976.0,41534244.0,44266890.0,44174240.0,44260324.0,45679304.0,49209650.0,48701540.0,48079492.0,48754284.0,50123984.0,52017412.0,52792804.0,56897744.0,56654080.0,61494680.0,63337804.0,67037376.0,59420744.0,59912670.0,65256204.0,65798796.0,55475790.0,56591360.0,56848172.0,55901212.0,57378090.0,54646776.0,60161604.0,62304364.0,60491492.0,66963988.0,72460616.0,76266460.0,76224170.0,80255270.0,88104664.0,98284140.0,96774220.0,99685730.0,92275010.0,87112040.0,94497930.0,89731320.0,95765200.0,99717870.0
Comoros,29312.0,29312.0,29312.0,29312.0,29312.0,32976.0,40304.0,40304.0,29312.0,21984.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,43968.0,47632.0,51296.0,51296.0,65952.0,65952.0,69616.0,73280.0,73280.0,76944.0,80608.0,84272.0,91600.0,95264.0,102592.0,106256.0,106256.0,135568.0,146560.0,142896.0,164880.0,106256.0,109920.0,135568.0,161216.0,142896.0,153888.0,183200.0,161216.0,179536.0,216176.0,267472.0,293120.0,311440.0,381056.0,415130.0,412760.0
Congo,571584.0,685168.0,663184.0,1220112.0,1623152.0,1099200.0,1234768.0,479984.0,322432.0,348080.0,405529.0,470724.0,1343102.0,1142452.0,1139504.0,1275224.0,1062373.0,1320092.0,1492941.0,1495627.0,1007907.06,1082796.0,1289163.0,1160443.0,3383880.0,3224670.0,4037411.2,4830572.0,3869270.0,3915579.0,4284250.0,4177806.8,2720283.0,3258111.0,3548607.0,4352130.0,4785876.0,4259311.0,4270264.0,4943653.0,5499943.0,5046421.0,5019527.0,5892286.0,5469577.0,5633314.0,5729264.0,5651375.0,6544945.0,7290182.0,7391505.0,7255881.0,7431930.0
Cook Islands,10992.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,29312.0,29312.0,25648.0,29312.0,65952.0,51296.0,51296.0,21984.0,21984.0,21984.0,21984.0,21984.0,21984.0,43968.0,43968.0,43968.0,47632.0,47632.0,47632.0,51296.0,51296.0,47632.0,51296.0,51296.0,47632.0,40304.0,47632.0,54960.0,62288.0,65952.0,65952.0,65952.0,65952.0,73280.0,80608.0,84272.0,84272.0,80608.0,80608.0,73280.0,80608.0,80608.0,84272.0,65952.0,68819.0,68043.0
Costa Rica,1248681.0,1527026.0,1761314.0,2043412.9,1904091.0,2035847.0,2081855.0,2607419.0,2912043.0,2780982.0,2448461.0,2236213.0,2070622.0,2088813.1,1980949.0,2242455.0,2577534.0,2723861.0,2905922.0,2933345.0,2913015.0,3287914.0,3741868.0,3890892.0,5199850.0,4800770.0,4686377.0,4916182.0,5234101.0,5437766.0,5393873.0,5666567.0,6245400.0,6582545.0,6841678.0,6723403.0,7006724.0,7960740.0,7989944.0,7747752.0,7492647.0,7310815.0,7260085.0,7631517.0,7748309.0,7406021.0,7855934.0,8029008.0,8012376.0,7698382.0,6763180.0,7655385.0,7888694.0
Cote d'Ivoire,2242368.0,2454880.0,2711360.0,2876240.0,3242640.0,3986432.0,3960784.0,4052384.0,4814496.0,5419056.0,5569280.0,3865520.0,5554624.0,4517712.0,5133264.0,6983584.0,5576608.0,7349984.0,8804592.0,8265983.5,4781520.0,4308864.0,3843536.0,5092960.0,4132991.8,6225337.0,7526009.0,7211238.0,6755485.0,6091911.0,6633573.0,7649681.0,7450165.0,5300525.0,7386261.0,7564355.0,6887238.0,6653270.0,6712605.0,5659943.0,6224746.0,6523170.0,8540010.0,9679770.0,9903225.0,9554745.0,11982747.0,12001905.0,10352434.0,10535081.0,11018607.0,11729395.0,11734159.0
Croatia,11796174.0,12706086.0,11892040.0,14224622.0,14279875.0,14892899.0,15367100.0,14936330.0,16698116.0,18167018.0,17856868.0,19406162.0,17823326.0,19193860.0,20244074.0,20652906.0,21575448.0,21059756.0,21738328.0,21670336.0,22974684.0,16985248.0,16369223.0,16806462.0,16049805.0,16815704.0,17343678.0,18556528.0,19011170.0,20022372.0,19660010.0,20782298.0,21887298.0,23213128.0,22884860.0,23340032.0,23546764.0,24859720.0,23594392.0,21805310.0,21018168.0,20650176.0,19081248.0,18432192.0,17681566.0,17824704.0,18109014.0,18743996.0,17724152.0,17857446.0,16870528.0,17410628.0,17526086.0
Cuba,18654088.0,19588660.0,20777370.0,22375342.0,22888060.0,27039482.0,27197066.0,29374202.0,30661204.0,31684546.0,31374024.0,32723480.0,34527344.0,30820618.0,32580692.0,32556046.0,33546752.0,33933260.0,35616450.0,35719060.0,29648420.0,27170202.0,20593126.0,19822772.0,21382318.0,22835124.0,23332950.0,24808970.0,24293962.0,24467108.0,25775496.0,25215884.0,25523650.0,25942744.0,25221232.0,26211820.0,26818162.0,26204204.0,28108268.0,28396318.0,34199816.0,29431084.0,29838558.0,28124912.0,27608264.0,29468648.0,28171536.0,24947550.0,23133148.0,22618818.0,21277102.0,20940420.0,20921022.0
Curacao,13978085.0,12165427.0,11796125.0,13085605.0,11860753.0,8589351.0,18348160.0,9583390.0,8161576.5,8561654.0,8810933.0,8392390.0,9383351.0,4822470.0,12042326.0,14095030.0,2702060.0,2402194.0,2366340.0,4504520.0,4823944.0,3849377.0,3171417.0,4895651.0,4693567.0,4644676.0,4344809.0,4546893.0,250975.02,1880686.0,4990174.0,5081438.0,4898910.0,4902170.0,5143367.0,5097735.0,5312857.0,5981038.0,5752879.0,5886515.0,4054720.0,5172702.0,6287424.0,5928352.0,6796720.0,7328000.0,6192160.0,4964720.0,4312528.0,2242368.0,1806352.0,1740648.0,1756690.0
Cyprus,1702690.0,1883533.0,2405937.0,2503532.0,1928765.0,1990826.0,2487684.0,2699378.0,2845021.0,3045443.0,3260647.0,3095654.0,3157205.0,3151348.0,3234557.0,3144994.0,3606067.0,4184954.2,4197559.0,4429735.0,4644861.0,5133205.0,5505656.0,5749300.0,5991493.0,5861933.0,6211888.0,6298291.0,6592488.0,6858746.0,7104597.0,6978500.0,7169426.0,7559648.0,7788730.0,7957322.0,8185009.0,8503495.0,8715729.0,8470194.0,8101123.0,7787636.0,7262770.0,6582609.0,6950800.0,6971575.0,7373670.0,7503812.0,7321720.0,7342336.0,6910908.0,7029358.0,7029358.0
Czechia,154419700.0,161977440.0,163451040.0,164108240.0,165999570.0,173668350.0,180410800.0,185792430.0,187464370.0,182557390.0,184677390.0,182648460.0,180846050.0,181076180.0,187168030.0,184599820.0,185854500.0,183641400.0,180617040.0,172330690.0,164250450.0,148883260.0,145705800.0,140124030.0,132668030.0,131622220.0,135018670.0,130941620.0,125608820.0,116671890.0,127235980.0,127144370.0,123969960.0,127571700.0,128291624.0,125690740.0,126555140.0,128382100.0,122951010.0,114999016.0,117490700.0,115201990.0,111298450.0,106732696.0,104256190.0,105022270.0,106680870.0,107776580.0,106358380.0,101032690.0,91697370.0,96665224.0,97969300.0
Democratic Republic of Congo,2709666.0,2958670.0,3017204.0,3189175.0,3364690.0,3232786.0,3404885.0,3476971.0,3525975.0,3740105.0,3485020.0,3755424.0,3046965.0,3998000.0,3931640.0,3611908.0,3345663.0,3815863.0,3977992.0,4351992.0,4248965.0,3280404.0,2906756.0,2662330.0,2750982.0,3096173.0,3472628.0,3089412.0,2733258.0,2199437.0,1704731.0,1647474.0,1734284.0,2096180.0,2028165.1,2288361.0,2352548.0,2624244.0,2686563.0,2446984.0,2736942.0,3042265.0,2798720.0,3921616.0,5067029.0,3276557.0,2559416.0,3102465.0,3375097.0,3592173.0,3709719.0,3940681.0,3601595.0
Denmark,62039320.0,57000676.0,59575410.0,59193932.0,55009452.0,55708652.0,60056950.0,61765400.0,61028310.0,62907830.0,60286204.0,51715870.0,53615456.0,50098160.0,50780700.0,59980548.0,58801840.0,58242300.0,55013980.0,48685136.0,53476972.0,64104610.0,58326548.0,60573716.0,64673270.0,61653396.0,74899650.0,65437820.0,61238296.0,58652804.0,54306576.0,55896748.0,55554384.0,60645450.0,55100010.0,51534924.0,59500240.0,54709350.0,51256330.0,48851416.0,49189692.0,44236864.0,39861260.0,41763010.0,37571384.0,35110572.0,36916560.0,34664620.0,34608956.0,30950284.0,28299676.0,29608300.0,29059308.0
Djibouti,139232.0,161216.0,190528.0,179536.0,194192.0,197856.0,197856.0,197856.0,201520.0,362736.0,348080.0,300448.0,348080.0,348080.0,351744.0,359072.0,377392.0,388384.0,348080.0,388384.0,296784.0,300448.0,304112.0,304112.0,300448.0,311440.0,307776.0,333424.0,384720.0,384720.0,366400.0,366400.0,399376.0,421360.0,406704.0,414032.0,414032.0,461664.0,498304.0,443344.0,516623.97,472656.0,487312.0,556690.0,388306.0,431641.0,380134.0,391759.0,434878.0,448617.0,382454.0,454836.0,453036.0
Dominica,25648.0,25648.0,25648.0,25648.0,29312.0,29312.0,29312.0,25648.0,25648.0,32976.0,36640.0,36640.0,40304.0,40304.0,43968.0,47632.0,47632.0,47632.0,54960.0,58624.0,58624.0,58624.0,58624.0,62288.0,69616.0,80608.0,73280.0,80608.0,76944.0,80608.0,102592.0,109920.0,102592.0,117248.0,142896.0,150224.0,142896.0,172208.0,168544.0,186864.0,172208.0,153888.0,164880.0,157552.0,164880.0,175872.0,172208.0,153888.0,161216.0,172208.0,157552.0,151821.0,153220.0
Dominican Republic,3105081.0,3518697.0,4668866.0,5958980.0,6409563.0,6332680.0,6322353.0,5598920.0,5430324.0,6785586.0,6427009.0,6135240.0,6303486.0,7865595.0,7390465.0,7241543.0,8121059.5,9687290.0,9739755.0,10257903.0,8936017.0,9538286.0,10418188.0,11208752.0,11796446.0,15106975.0,16484352.0,17265690.0,17788184.0,17821252.0,18991626.0,19144596.0,20949130.0,21345008.0,17333192.0,17940522.0,19111932.0,19992930.0,20331836.0,19780666.0,20553454.0,21317914.0,21254754.0,21266960.0,21800612.0,23494588.0,24644568.0,24016922.0,25756240.0,28374692.0,23501650.0,23784850.0,23637946.0
East Timor,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,60535.0,152974.0,219860.0,118844.0,261882.0,248530.0,496998.0,321145.0,316708.0,288067.0,285133.0,321783.0,313134.0,433890.0,591295.0,618736.0,624261.0,589620.0,642966.0,689670.0,617024.0,675431.0,646494.0,663697.0,668892.0
Ecuador,4278215.0,4219443.0,4589031.0,5255879.0,6083555.0,7354905.0,8100596.5,7472201.0,10406424.0,12140464.0,13407168.0,16652800.0,19235118.0,19502610.0,21189502.0,19352678.0,15194065.0,15022251.0,17168596.0,20153710.0,16457821.0,16157175.0,21959676.0,24088526.0,14306838.0,23498436.0,25299900.0,19428882.0,23090470.0,21976232.0,20927296.0,23407850.0,24827052.0,27071580.0,29258108.0,30589608.0,29689756.0,34279184.0,30314430.0,33598600.0,36276410.0,38263916.0,37408784.0,39654976.0,43731348.0,41275740.0,39357052.0,39174204.0,38429116.0,40065172.0,32909420.0,39731668.0,41613410.0
Egypt,21654010.0,23012404.0,25474998.0,23761076.0,26089140.0,31059912.0,34450452.0,37815064.0,39261004.0,42889508.0,45176028.0,50902684.0,56431170.0,56980476.0,63704310.0,63807230.0,74392900.0,74613520.0,74309480.0,71904560.0,75217530.0,77295850.0,79939880.0,92277976.0,88372740.0,98994500.0,97950850.0,111704890.0,125025720.0,128221096.0,143836050.0,127656536.0,129155000.0,149919400.0,152575700.0,168216830.0,179194160.0,188805040.0,197727730.0,206477900.0,203607570.0,216917280.0,213733500.0,211418910.0,226899340.0,224479740.0,239385580.0,260110600.0,243907890.0,256140160.0,227637950.0,246884400.0,258951660.0
El Salvador,1428306.0,1508825.0,1677221.0,1966587.0,1970043.0,2105463.0,2206733.0,2281687.0,2381372.0,2376721.0,2119434.0,1818731.0,1752098.0,1885365.0,1588299.0,1965338.0,1967496.0,2414492.0,2433068.0,2547246.0,2475071.0,3154717.0,3316777.0,3975594.0,4512672.0,4998356.0,4414490.0,5415735.0,5731188.0,5587859.0,5670975.0,5857395.0,6069883.0,6434851.0,6253812.0,6297707.0,6717812.0,6845580.0,6404717.0,6312459.0,6318629.0,6499405.0,6471882.0,6094472.0,6151155.0,6667772.0,6595795.0,5969700.0,6262603.0,7549650.0,6594499.0,7487630.0,7714380.0
Equatorial Guinea,36640.0,65952.0,87936.0,29312.0,51296.0,62288.0,62288.0,62288.0,69616.0,62288.0,58624.0,69616.0,73280.0,62288.0,80608.0,65952.0,80608.0,98928.0,106256.0,117248.0,62288.0,65952.0,65952.0,69616.0,1152916.0,1227055.0,1355536.0,1974754.0,2302334.0,2511309.0,2699265.0,3094681.0,2761457.0,3133436.0,6137383.0,6208019.0,6181641.0,5723963.0,5941702.0,4901532.0,6402228.0,6094526.0,6900679.0,8196183.0,7672193.0,7033487.0,7558256.0,7862125.0,6008448.0,4637975.0,5524802.0,5629140.0,5076202.0
Eritrea,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,743834.0,822787.0,898479.0,808466.0,586169.0,615453.0,604433.0,626345.0,600625.0,710473.0,769025.0,768953.0,548946.0,563359.0,409357.0,497314.0,497337.0,577818.0,608229.0,569510.0,569107.0,554345.0,557483.0,557061.0,623013.0,648089.0,640911.0,700427.0,696826.0
Estonia,23870596.0,25334468.0,26662172.0,27795136.0,28860686.0,30345080.0,31512066.0,32583110.0,33697296.0,33973840.0,35313856.0,34639116.0,35293228.0,35798330.0,36118628.0,38959372.0,38727904.0,38528104.0,38564040.0,39366484.0,36919604.0,34147164.0,24421038.0,19438748.0,20045086.0,18061320.0,19043080.0,18682882.0,16940746.0,15937988.0,15481725.0,15882095.0,15370402.0,17263582.0,17327458.0,17096810.0,16444916.0,19942080.0,17822380.0,14417051.0,18975448.0,18956354.0,17771784.0,19660420.0,18828278.0,15823998.0,17489174.0,18738382.0,17884834.0,12323983.0,9238881.0,10419918.0,10311845.0
Eswatini,366400.0,399376.0,381056.0,370064.0,311440.0,337088.0,333424.0,340752.0,439680.0,447008.0,465328.0,436016.0,436016.0,271136.0,333424.0,439680.0,458000.0,436016.0,436016.0,436016.0,959968.0,872032.0,831728.0,710816.0,1077216.0,1062560.0,787760.0,1143168.0,1161488.0,1238432.0,1209120.0,1095536.0,1080880.0,1003936.06,1000272.06,1014928.0,1014928.0,1040576.0,1022256.0,1058896.0,996608.0,1007599.94,1168816.0,1399648.0,769440.0,868368.0,1055232.0,985616.0,1033247.94,1121184.0,1091872.0,1131434.0,1265046.0
Ethiopia,1651721.0,1849458.0,1406203.0,1750887.0,1736261.0,1208526.0,1174729.0,1046785.94,1368501.0,1844135.0,1817483.0,1860007.0,1473914.0,1834754.0,1650281.0,1798710.0,2195246.0,2554381.0,2640066.0,2794114.0,2986507.0,2958472.0,2936737.0,2993623.0,2197201.0,2505953.0,2794189.0,2980158.0,3147422.0,3094276.0,3462855.0,4264586.0,4431687.0,4870232.0,5158551.0,4956129.0,5318177.0,5839596.0,6417597.0,6453445.0,6336871.0,7402480.0,8108686.5,9781029.0,12016546.0,12696406.0,14424923.0,15583688.0,15988957.0,16674992.0,17810122.0,18919488.0,19073260.0
Europe,6094492700.0,6323188000.0,6552128500.0,6844701700.0,6862857000.0,6902365700.0,7277034000.0,7333232600.0,7565711000.0,7745266700.0,7749258000.0,7467589600.0,7407606300.0,7414092000.0,7465076700.0,7789208600.0,7802156000.0,7825480700.0,7862962000.0,7828834300.0,8038430700.0,7738463000.0,7097750500.0,6807967000.0,6447623000.0,6424747500.0,6473145300.0,6267733500.0,6240960000.0,6157762000.0,6155590700.0,6282255400.0,6249997000.0,6396391000.0,6429227000.0,6421545500.0,6522041000.0,6479696000.0,6404985300.0,5892881400.0,6123992000.0,6049206000.0,5999425000.0,5844850700.0,5614210000.0,5614495000.0,5606777000.0,5638487600.0,5612440600.0,5436361000.0,5029197000.0,5310309000.0,5105307600.0
Europe (GCP),6094492700.0,6323187700.0,6552128500.0,6844701700.0,6862856700.0,6902365700.0,7277034000.0,7333232600.0,7565711000.0,7745266700.0,7749258000.0,7467589600.0,7407607000.0,7414091300.0,7465076700.0,7789208600.0,7802156000.0,7825481000.0,7862962700.0,7828834000.0,8038430000.0,7738462700.0,7097750500.0,6807967000.0,6447623000.0,6424747500.0,6473146000.0,6267733500.0,6240960500.0,6157762000.0,6155591000.0,6282255400.0,6249997000.0,6396391000.0,6429227000.0,6421545500.0,6522041000.0,6479696000.0,6404985000.0,5892881400.0,6123991600.0,6049206000.0,5999425000.0,5844850700.0,5614210000.0,5614495000.0,5606776300.0,5638487600.0,5612441000.0,5436361000.0,5029197000.0,5310309000.0,5105307600.0
Europe (excl. EU-27),2763810300.0,2898636300.0,2997367300.0,3116778500.0,3154178600.0,3266377500.0,3365323800.0,3460061700.0,3562046700.0,3632131000.0,3671757300.0,3604208400.0,3636195300.0,3685605600.0,3701483000.0,3968627700.0,3996895200.0,3985845000.0,4065069300.0,3993796900.0,4168003000.0,3933905400.0,3419127000.0,3198129700.0,2856860700.0,2787689700.0,2751233500.0,2612198700.0,2595127800.0,2567401200.0,2554082000.0,2623990300.0,2591092000.0,2653308000.0,2675231200.0,2686690000.0,2777513200.0,2771451000.0,2780626700.0,2562357800.0,2692547000.0,2718292500.0,2740995800.0,2666325500.0,2572628700.0,2521733000.0,2508780300.0,2518705700.0,2566201300.0,2532199200.0,2399226400.0,2504547300.0,2343400700.0
Europe (excl. EU-28),2111233000.0,2238248200.0,2349341200.0,2457201700.0,2536994800.0,2663130600.0,2766797800.0,2855700000.0,2957333200.0,2987618300.0,3092722000.0,3043654000.0,3087955000.0,3140120600.0,3172374800.0,3409000400.0,3428341200.0,3414177300.0,3494775600.0,3412221000.0,3566058000.0,3324492800.0,2825281000.0,2618517000.0,2282844000.0,2221531000.0,2164472800.0,2049490400.0,2026584000.0,2005751600.0,1985048300.0,2046019600.0,2030818700.0,2081689300.0,2101801600.0,2116351700.0,2209667600.0,2211884500.0,2235694300.0,2068250100.0,2180642600.0,2248579300.0,2253518800.0,2188714200.0,2133821700.0,2099272400.0,2109350100.0,2131338500.0,2186471700.0,2167446000.0,2072963200.0,2157082400.0,2024746400.0
European Union (27),3330682000.0,3424551700.0,3554761000.0,3727923200.0,3708678400.0,3635988500.0,3911710500.0,3873171000.0,4003664100.0,4113135400.0,4077500700.0,3863381200.0,3771411000.0,3728486000.0,3763593700.0,3820580900.0,3805261000.0,3839636000.0,3797893000.0,3835037200.0,3870427400.0,3804557600.0,3678623500.0,3609837800.0,3590762200.0,3637057800.0,3721912000.0,3655534800.0,3645832400.0,3590360800.0,3601508900.0,3658265000.0,3658905000.0,3743082800.0,3753995500.0,3734855400.0,3744527400.0,3708244700.0,3624358700.0,3330523400.0,3431444700.0,3330913300.0,3258429400.0,3178525200.0,3041581300.0,3092761900.0,3097996300.0,3119782100.0,3046239500.0,2904162000.0,2629970700.0,2805761500.0,2761907000.0
European Union (28),3983259600.0,4084940000.0,4202787300.0,4387500500.0,4325862000.0,4239235600.0,4510236700.0,4477532700.0,4608378000.0,4757648400.0,4656536000.0,4423935500.0,4319651300.0,4273971200.0,4292702000.0,4380208000.0,4373815300.0,4411303400.0,4368187000.0,4416613400.0,4472372000.0,4413970400.0,4272469500.0,4189450200.0,4164779300.0,4203217000.0,4308672500.0,4218243000.0,4214376200.0,4152010200.0,4170542300.0,4236235800.0,4219178200.0,4314702000.0,4327425000.0,4305194000.0,4312373000.0,4267811300.0,4169291000.0,3824631300.0,3943349500.0,3800626700.0,3745906200.0,3656136400.0,3480388400.0,3515222500.0,3497426400.0,3507149300.0,3425969200.0,3268915500.0,2956233700.0,3153226800.0,3080561400.0
Faroe Islands,256480.02,260144.0,234496.0,252815.98,300448.0,348080.0,329760.0,406704.0,399376.0,479984.0,421360.0,439680.0,458000.0,487312.0,498304.0,516623.97,490976.0,498304.0,527616.0,578912.0,703488.0,655856.0,648528.0,582576.0,575248.0,571584.0,600896.0,589904.0,622880.0,630208.0,688832.0,762112.0,725472.0,732800.0,747456.0,721808.0,677840.0,688832.0,630208.0,575248.0,630208.0,567920.0,589904.0,648528.0,597232.0,608224.0,630208.0,707152.0,725472.0,740128.0,758448.0,736770.0,748133.0
Fiji,520050.0,549271.0,578555.0,629851.0,670185.0,622581.0,482997.0,764627.0,709084.0,836456.0,792420.0,1077173.0,835123.0,708926.0,577209.0,572991.0,598086.0,471995.0,549765.0,625202.0,801220.0,655032.0,730309.0,728647.0,723077.0,736697.0,792447.0,764285.0,743300.0,756467.0,814852.0,1042053.0,879737.0,1037013.06,1340918.0,1082308.0,1202662.0,1140350.0,846043.0,741810.0,1091800.0,998622.0,968907.0,1106116.0,1251551.0,1319945.0,1259717.0,1361855.0,1410107.0,1408048.0,1040951.94,1085736.0,1073925.0
Finland,40355044.0,40536760.0,44106084.0,49320160.0,46608372.0,46025676.0,51198464.0,50136984.0,51825016.0,54237020.0,58139290.0,51403284.0,42976476.0,41463372.0,42147140.0,49549076.0,53214370.0,57533400.0,52058084.0,52447930.0,56915000.0,55188000.0,54265000.0,56314000.0,61732000.0,58116000.0,64032996.0,62696000.0,59352000.0,58866000.0,57010000.0,62514000.0,65041000.0,72654000.0,68939000.0,57047000.0,68371000.0,66760004.0,58621000.0,55906000.0,64081000.0,56638000.0,51146000.0,51715000.0,47619000.0,44186000.0,47248000.0,44654000.0,45730000.0,42454000.0,37735000.0,37947000.0,36163000.0
France,460424580.0,493394880.0,513963550.0,538654660.0,520659300.0,482165020.0,523447400.0,506948320.0,528755420.0,532113000.0,511046700.0,459302340.0,440364100.0,423247680.0,411961200.0,405137760.0,390285000.0,387705100.0,385544860.0,399619550.0,393430700.0,417775000.0,407717280.0,388397980.0,381576320.0,386456830.0,402893150.0,395511900.0,413964540.0,412369630.0,406507520.0,411016480.0,406431040.0,412456700.0,413663400.0,416151140.0,406309800.0,396198180.0,389427330.0,370965630.0,376563900.0,354089100.0,356444540.0,358487460.0,327009470.0,331414430.0,334005060.0,336895900.0,322078560.0,315449730.0,281539040.0,306775740.0,297533920.0
French Polynesia,194192.0,227168.0,216176.0,208848.0,216176.0,212512.0,263808.0,274800.0,311440.0,282128.0,293120.0,329760.0,337088.0,421360.0,461664.0,589904.0,608224.0,611888.0,575248.0,542272.0,468992.0,468992.0,447008.0,468992.0,479984.0,472656.0,468992.0,490976.0,487312.0,538608.0,611888.0,725472.0,725472.0,780432.0,769440.0,828064.0,820736.0,813408.0,835392.0,839056.0,923328.0,886688.0,875696.0,879360.0,850048.0,846384.0,868368.0,861040.0,875696.0,875696.0,846384.0,883174.0,873217.0
Gabon,2081152.0,2843264.0,2737008.0,5309136.0,5448368.0,5364096.0,5703786.0,6306500.0,7554862.0,6746761.0,6624651.0,6564034.0,6543617.0,5508589.0,5979462.0,6298543.0,4950761.0,4009482.0,4320706.0,5757464.0,4484725.0,4521703.0,4916933.0,4974695.0,4541731.0,5220396.0,5885637.0,5526934.0,6452915.0,6014019.0,6128187.0,6480018.0,6250311.0,6746069.0,6386339.0,6223081.0,5542535.0,5037635.0,5378889.0,5304448.0,5836069.0,5827907.0,5629798.0,5926811.0,6369402.0,6475558.0,6521700.0,5879220.0,5473967.0,5426023.0,5928799.0,5880372.0,5705554.0
Gambia,47632.0,54960.0,65952.0,62288.0,62288.0,98928.0,98928.0,113584.0,139232.0,146560.0,157552.0,157552.0,161216.0,161216.0,172208.0,172208.0,161216.0,179536.0,183200.0,179536.0,197856.0,197856.0,197856.0,208848.0,208848.0,216176.0,219840.0,223504.0,241824.0,274800.0,274800.0,300448.0,296784.0,296784.0,318768.0,322432.0,348080.0,348080.0,362736.0,373728.0,425024.0,443344.0,447008.0,425024.0,505631.97,582576.0,589904.0,593568.0,648528.0,710816.0,699824.0,757034.0,770472.0
